Date,High,Low,Open,Close,Volume,Adj Close,company_name
2019-12-10,67.51750183105469,66.46499633789062,67.1500015258789,67.12000274658203,90420400.0,66.00489807128906,APPLE
2019-12-11,67.7750015258789,67.125,67.20249938964844,67.69249725341797,78756800.0,66.56788635253906,APPLE
2019-12-12,68.13999938964844,66.83000183105469,66.94499969482422,67.86499786376953,137310400.0,66.73751831054688,APPLE
2019-12-13,68.82499694824219,67.73249816894531,67.86499786376953,68.7874984741211,133587600.0,67.64470672607422,APPLE
2019-12-16,70.19750213623047,69.24500274658203,69.25,69.96499633789062,128186000.0,68.8026351928711,APPLE
2019-12-17,70.44249725341797,69.69999694824219,69.89250183105469,70.10250091552734,114158400.0,68.93785095214844,APPLE
2019-12-18,70.4749984741211,69.77999877929688,69.94999694824219,69.93499755859375,116028400.0,68.77313232421875,APPLE
2019-12-19,70.29499816894531,69.73750305175781,69.875,70.00499725341797,98369200.0,68.84196472167969,APPLE
2019-12-20,70.6624984741211,69.63999938964844,70.55750274658203,69.86000061035156,275978000.0,68.69938659667969,APPLE
2019-12-23,71.0625,70.09249877929688,70.13249969482422,71.0,98572000.0,69.82044219970703,APPLE
2019-12-24,71.22250366210938,70.7300033569336,71.17250061035156,71.06749725341797,48478800.0,69.8868179321289,APPLE
2019-12-26,72.49500274658203,71.17500305175781,71.20500183105469,72.47750091552734,93121200.0,71.27339172363281,APPLE
2019-12-27,73.49250030517578,72.02999877929688,72.77999877929688,72.44999694824219,146266000.0,71.24635314941406,APPLE
2019-12-30,73.17250061035156,71.30500030517578,72.36499786376953,72.87999725341797,144114400.0,71.6692123413086,APPLE
2019-12-31,73.41999816894531,72.37999725341797,72.48249816894531,73.4124984741211,100805600.0,72.19286346435547,APPLE
2020-01-02,75.1500015258789,73.79750061035156,74.05999755859375,75.0875015258789,135480400.0,73.84004211425781,APPLE
2020-01-03,75.1449966430664,74.125,74.2874984741211,74.35749816894531,146322800.0,73.12215423583984,APPLE
2020-01-06,74.98999786376953,73.1875,73.44750213623047,74.94999694824219,118387200.0,73.70481872558594,APPLE
2020-01-07,75.2249984741211,74.37000274658203,74.95999908447266,74.59750366210938,108872000.0,73.35818481445312,APPLE
2020-01-08,76.11000061035156,74.29000091552734,74.29000091552734,75.79750061035156,132079200.0,74.53823852539062,APPLE
2020-01-09,77.60749816894531,76.55000305175781,76.80999755859375,77.40750122070312,170108400.0,76.12149810791016,APPLE
2020-01-10,78.1675033569336,77.0625,77.6500015258789,77.5824966430664,140644800.0,76.2935791015625,APPLE
2020-01-13,79.26750183105469,77.7874984741211,77.91000366210938,79.23999786376953,121532000.0,77.92353820800781,APPLE
2020-01-14,79.39250183105469,78.0425033569336,79.17500305175781,78.16999816894531,161954400.0,76.87132263183594,APPLE
2020-01-15,78.875,77.38749694824219,77.9625015258789,77.83499908447266,121923600.0,76.54188537597656,APPLE
2020-01-16,78.92500305175781,78.02249908447266,78.39749908447266,78.80999755859375,108829200.0,77.50069427490234,APPLE
2020-01-17,79.68499755859375,78.75,79.06749725341797,79.68250274658203,137816400.0,78.35869598388672,APPLE
2020-01-21,79.75499725341797,79.0,79.29750061035156,79.14250183105469,110843200.0,77.82766723632812,APPLE
2020-01-22,79.99749755859375,79.32749938964844,79.6449966430664,79.42500305175781,101832400.0,78.10547637939453,APPLE
2020-01-23,79.88999938964844,78.9124984741211,79.4800033569336,79.80750274658203,104472000.0,78.48162078857422,APPLE
2020-01-24,80.8324966430664,79.37999725341797,80.0625,79.57749938964844,146537600.0,78.25543975830078,APPLE
2020-01-27,77.94249725341797,76.22000122070312,77.51499938964844,77.23750305175781,161940000.0,75.95431518554688,APPLE
2020-01-28,79.5999984741211,78.04750061035156,78.1500015258789,79.42250061035156,162234000.0,78.10301208496094,APPLE
2020-01-29,81.9625015258789,80.34500122070312,81.11250305175781,81.08499908447266,216229200.0,79.73789978027344,APPLE
2020-01-30,81.02249908447266,79.6875,80.13500213623047,80.96749877929688,126743200.0,79.6223373413086,APPLE
2020-01-31,80.66999816894531,77.07250213623047,80.23249816894531,77.37750244140625,199588400.0,76.09199523925781,APPLE
2020-02-03,78.37249755859375,75.55500030517578,76.07499694824219,77.16500091552734,173985600.0,75.88301849365234,APPLE
2020-02-04,79.91000366210938,78.40750122070312,78.82749938964844,79.7125015258789,136616400.0,78.38819885253906,APPLE
2020-02-05,81.19000244140625,79.73750305175781,80.87999725341797,80.36250305175781,118826800.0,79.02740478515625,APPLE
2020-02-06,81.30500030517578,80.06500244140625,80.64250183105469,81.30249786376953,105425600.0,79.95177459716797,APPLE
